Unnamed: 0,Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],NODC Accession Number,WOD Cruise Identifier,WOD Unique Cast,Platform,Project,Originator's Cruise,Originator's Station,Originator's Station Number,Investigator,Institution,Source,Instruments,Methods,pH Scale,Depth Correction Info,Depth [m],Temperature [degrees_C],Salinity [psu],Oxygen [~$m~#mol/kg],Phosphate,Silicate,Nitrate,Nitrite [~$m~#mol/kg],pH,Chlorophyll [~$m~#g/l],Plankton/Biomass,Alkalinity [meq/l],NO2+NO3 [~$m~#mol/kg],pCO~_2 [~$m~#atm],tCO2,Tritium [TU],Helium [nmol/kg],~$d~#~^3He [%],~$D~#~^1~^4C [~%],~$d~#~^1~^3C [~%],Argon [nmol/kg],Neon [nmol/kg],CFC11 [pmol/kg],CFC12 [pmol/kg],CFC113 [pmol/kg],~$d~#~^1~^8O [~%],Transmissivity [m~^-~^1],SA,CT,pdens,Nstar,CT_resid,SA_resid,Phosphate_resid,Nitrate_resid,Silicate_resid,tCO2_resid,13CW_frac_total,NEPIW_frac_total,AAIW_frac_total,13CW_frac,NEPIW_frac,AAIW_frac,aerobic_remin,anaerobic_remin,Nitrate_to_aerobic_remin_ratio,Phosphate_to_aerobic_remin_ratio,Silicate_to_aerobic_remin_ratio,tCO2_to_aerobic_remin_ratio,Nitrate_to_anaerobic_remin_ratio,Phosphate_to_anaerobic_remin_ratio,Silicate_to_anaerobic_remin_ratio,tCO2_to_anaerobic_remin_ratio
1405,WOD_UNITED STATES,7550796,B,1994-04-17T07:57,-110.33499,5.5,3932.0,,US013600,7550796,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,397.1,9.2319,34.666302,11.9,2.71,40.22,36.49,,,,,2.3647,,1703.1,2269.0170956945203,,,,,,,,0.045,0.026,,,,34.834114,9.18337,26.832281,-6.869999999999997,0.045641628283565897,0.004741684347502277,0.040828700668528436,0.850755587688321,0.2339174554635258,0.11747200700218545,0.048119226782907476,0.09273050722767631,0.045289181842931285,0.048119226782907476,0.09273050722767631,0.045289181842931285,0.021931213003007103,0.0015894091102873172,1.4359518921743886,0.0,17.231422706092662,9.573012614495921,,,,
1406,WOD_UNITED STATES,7550796,B,1994-04-17T07:57,-110.33499,5.5,3932.0,,US013600,7550796,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,498.41,8.0439,34.614201,2.9,3.05,51.89,38.26,,,,,2.379,,,2293.525232695365,,,,,,,,0.008,0.004,,,,34.782858,7.98914,26.978019,-10.54,0.04779942660745421,0.0009705467331489042,0.04196950695331424,0.31440713589391084,0.15963870825339255,0.0441114370834769,6.661870978305085e-17,0.01213183416432843,0.012131834164328389,6.661870978305085e-17,0.01213183416432843,0.012131834164328389,0.019561186879028285,0.014865990310621713,1.1999999999984468,0.0,14.399999999981363,7.999999999989646,,,,
1421,WOD_UNITED STATES,7550796,B,1994-04-17T07:57,-110.33499,5.5,3932.0,,US013600,7550796,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,397.1,9.2319,34.666302,11.9,2.71,40.22,36.49,,,,,2.3647,,1703.1,2269.0170956945203,,,,,,,,0.045,0.026,,,,34.834114,9.18337,26.832281,-6.869999999999997,0.045641628283565897,0.004741684347502277,0.040828700668528436,0.850755587688321,0.2339174554635258,0.11747200700218545,0.048119226782907476,0.09273050722767631,0.045289181842931285,0.048119226782907476,0.09273050722767631,0.045289181842931285,0.021931213003007103,0.0015894091102873172,1.4359518921743886,0.0,17.231422706092662,9.573012614495921,,,,
1422,WOD_UNITED STATES,7550796,B,1994-04-17T07:57,-110.33499,5.5,3932.0,,US013600,7550796,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,498.41,8.0439,34.614201,2.9,3.05,51.89,38.26,,,,,2.379,,,2293.525232695365,,,,,,,,0.008,0.004,,,,34.782858,7.98914,26.978019,-10.54,0.04779942660745421,0.0009705467331489042,0.04196950695331424,0.31440713589391084,0.15963870825339255,0.0441114370834769,6.661870978305085e-17,0.01213183416432843,0.012131834164328389,6.661870978305085e-17,0.01213183416432843,0.012131834164328389,0.019561186879028285,0.014865990310621713,1.1999999999984468,0.0,14.399999999981363,7.999999999989646,,,,
1436,WOD_UNITED STATES,7550803,B,1994-04-17T21:07,-110.3333,6.4983,3255.0,,US013600,7550803,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,394.61,9.2162,34.6614,6.9,2.75,39.03,36.53,,7.4,,,2.3698,,1761.3,2275.4474955522087,0.061,1.7787,6.12,,,,,,,,,,34.829264,9.16809,26.830988,-7.469999999999999,0.03324820384484403,0.0021391438671535946,0.046719768572902366,0.6446223358789287,0.13051475202406834,0.08898586134397753,0.027032901511917232,0.059110696630922686,0.03243246376094209,0.027032901511917232,0.059110696630922686,0.03243246376094209,0.0242597539790864,0.009410157339748218,1.5,0.0,18.0,10.0,,,,
1437,WOD_UNITED STATES,7550803,B,1994-04-17T21:07,-110.3333,6.4983,3255.0,,US013600,7550803,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,493.84,8.2732,34.6227,1.5,2.99,48.28,36.95,,7.37,,,2.377,,1904.8,2293.976464855075,0.023,1.7626,7.52,,,,,0.008,0.004,,,,34.791496,8.2179,26.950379,-10.89,0.0512530506366755,0.0010406710789172327,0.044202098759835114,0.0025551333408869404,0.18396960054421438,0.006498604724952081,0.0,0.013008388486465761,0.013008388486465763,0.0,0.013008388486465761,0.013008388486465763,0.019179273255908555,0.018641653613629506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,WOD_UNITED STATES,7550803,B,1994-04-17T21:07,-110.3333,6.4983,3255.0,,US013600,7550803,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,595.4,7.0458,34.580898,2.4,3.19,59.55,40.97,,7.35,,,2.3913,,1989.5,2309.811466020367,0.009,1.7727,10.29,,,,,,0.003,,,,34.750588,6.98578,27.096815,-10.07,0.04455529541405124,0.0009046760490186549,0.04135536713514616,0.47295708968183714,0.14800938502998937,0.06831778636743138,1.6076512103886288e-17,0.011308450612703377,0.011308450612703365,1.6076512103886288e-17,0.011308450612703377,0.011308450612703365,0.0203208224827201,0.011759893651409708,5.3290705182007514e-14,0.0,6.335674940722611e-13,3.538759637441524e-13,,,,
1449,WOD_UNITED STATES,7550803,B,1994-04-17T21:07,-110.3333,6.4983,3255.0,,US013600,7550803,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,394.61,9.2162,34.6614,6.9,2.75,39.03,36.53,,7.4,,,2.3698,,1761.3,2275.4474955522087,0.061,1.7787,6.12,,,,,,,,,,34.829264,9.16809,26.830988,-7.469999999999999,0.03324820384484403,0.0021391438671535946,0.046719768572902366,0.6446223358789287,0.13051475202406834,0.08898586134397753,0.027032901511917232,0.059110696630922686,0.03243246376094209,0.027032901511917232,0.059110696630922686,0.03243246376094209,0.0242597539790864,0.009410157339748218,1.5,0.0,18.0,10.0,,,,
1450,WOD_UNITED STATES,7550803,B,1994-04-17T21:07,-110.3333,6.4983,3255.0,,US013600,7550803,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,493.84,8.2732,34.6227,1.5,2.99,48.28,36.95,,7.37,,,2.377,,1904.8,2293.976464855075,0.023,1.7626,7.52,,,,,0.008,0.004,,,,34.791496,8.2179,26.950379,-10.89,0.0512530506366755,0.0010406710789172327,0.044202098759835114,0.0025551333408869404,0.18396960054421438,0.006498604724952081,0.0,0.013008388486465761,0.013008388486465763,0.0,0.013008388486465761,0.013008388486465763,0.019179273255908555,0.018641653613629506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,WOD_UNITED STATES,7550803,B,1994-04-17T21:07,-110.3333,6.4983,3255.0,,US013600,7550803,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,595.4,7.0458,34.580898,2.4,3.19,59.55,40.97,,7.35,,,2.3913,,1989.5,2309.811466020367,0.009,1.7727,10.29,,,,,,0.003,,,,34.750588,6.98578,27.096815,-10.07,0.04455529541405124,0.0009046760490186549,0.04135536713514616,0.47295708968183714,0.14800938502998937,0.06831778636743138,1.6076512103886288e-17,0.011308450612703377,0.011308450612703365,1.6076512103886288e-17,0.011308450612703377,0.011308450612703365,0.0203208224827201,0.011759893651409708,5.3290705182007514e-14,0.0,6.335674940722611e-13,3.538759637441524e-13,,,,
1461,WOD_UNITED STATES,7550807,B,1994-04-18T03:13,-110.34,7.0,3823.0,,US013600,7550807,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,345.87,9.7643,34.689899,5.1,2.72,39.58,35.34,,7.41,,,2.3585,,1735.1,2274.626227706132,,,,,,,,,,,,,34.857474,9.7198,26.762099,-8.18,0.0033109728954402347,0.0016280069743841148,0.045327859533061426,0.20715553557780897,0.02252095402463647,0.02966622076221322,0.018343095844446353,0.03699553787888149,0.0186606226872139,0.018343095844446353,0.03699553787888149,0.0186606226872139,0.01944416606192642,0.013669494580061196,1.4696938456699067,0.0,17.636326148038883,9.797958971132712,,,,
1462,WOD_UNITED STATES,7550807,B,1994-04-18T03:13,-110.34,7.0,3823.0,,US013600,7550807,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,395.5,9.1945,34.6642,3.0,2.83,43.62,36.29,,7.39,,,2.3667,,1805.6,2283.907382803168,,,,,,,,,,,,,34.832135,9.1463,26.836735,-8.990000000000002,0.0005790787477044488,0.0015137669108719707,0.045143476353403926,0.06122486499598521,0.005373250657522773,0.009204395812939371,0.016863712133454615,0.03377780114092596,0.016914370776371996,0.016863712133454615,0.03377780114092596,0.016914370776371996,0.01897587804407205,0.0168054882665914,0.8999999999999745,3.510833468576701e-17,10.799999999999699,5.9999999999998295,,,,
1463,WOD_UNITED STATES,7550807,B,1994-04-18T03:13,-110.34,7.0,3823.0,,US013600,7550807,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,496.51,7.9646,34.604801,1.4,3.06,54.3,37.63,,7.36,,,2.379,,1916.5,2299.8444718369487,,,,,,,,,,,,,34.773608,7.91051,26.982489,-11.329999999999998,0.040350133923021,0.0007100844915189215,0.04243662801546369,0.001918760081027341,0.13815072583429888,0.004925443877283918,0.0035271168573231915,0.015133701811787394,0.012430386003573095,0.0035271168573231915,0.015133701811787394,0.012430386003573095,0.01684906004444122,0.01813717264400553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,WOD_UNITED STATES,7550807,B,1994-04-18T03:13,-110.34,7.0,3823.0,,US013600,7550807,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,595.1,6.8976,34.578899,3.3,3.25,63.85,41.99,,7.35,,,2.3852,,2005.4,2311.911279535223,,,,,,,,,,,,,34.748672,6.83835,27.115539,-10.009999999999998,0.046135537800975596,0.0009367621888523856,0.041602987081536875,0.693787582364915,0.1508383142081945,0.09965385734476492,3.5676203215909256e-17,0.011709527360653714,0.011709527360653728,3.5676203215909256e-17,0.011709527360653714,0.011709527360653728,0.023129068769600705,0.0063250739132297085,1.2422438177722372e-13,3.510833468576701e-17,1.4893964527573208e-12,8.236168088639091e-13,,,,
1474,WOD_UNITED STATES,7550807,B,1994-04-18T03:13,-110.34,7.0,3823.0,,US013600,7550807,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,345.87,9.7643,34.689899,5.1,2.72,39.58,35.34,,7.41,,,2.3585,,1735.1,2274.626227706132,,,,,,,,,,,,,34.857474,9.7198,26.762099,-8.18,0.0033109728954402347,0.0016280069743841148,0.045327859533061426,0.20715553557780897,0.02252095402463647,0.02966622076221322,0.018343095844446353,0.03699553787888149,0.0186606226872139,0.018343095844446353,0.03699553787888149,0.0186606226872139,0.01944416606192642,0.013669494580061196,1.4696938456699067,0.0,17.636326148038883,9.797958971132712,,,,
1475,WOD_UNITED STATES,7550807,B,1994-04-18T03:13,-110.34,7.0,3823.0,,US013600,7550807,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,395.5,9.1945,34.6642,3.0,2.83,43.62,36.29,,7.39,,,2.3667,,1805.6,2283.907382803168,,,,,,,,,,,,,34.832135,9.1463,26.836735,-8.990000000000002,0.0005790787477044488,0.0015137669108719707,0.045143476353403926,0.06122486499598521,0.005373250657522773,0.009204395812939371,0.016863712133454615,0.03377780114092596,0.016914370776371996,0.016863712133454615,0.03377780114092596,0.016914370776371996,0.01897587804407205,0.0168054882665914,0.8999999999999745,3.510833468576701e-17,10.799999999999699,5.9999999999998295,,,,
1476,WOD_UNITED STATES,7550807,B,1994-04-18T03:13,-110.34,7.0,3823.0,,US013600,7550807,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,496.51,7.9646,34.604801,1.4,3.06,54.3,37.63,,7.36,,,2.379,,1916.5,2299.8444718369487,,,,,,,,,,,,,34.773608,7.91051,26.982489,-11.329999999999998,0.040350133923021,0.0007100844915189215,0.04243662801546369,0.001918760081027341,0.13815072583429888,0.004925443877283918,0.0035271168573231915,0.015133701811787394,0.012430386003573095,0.0035271168573231915,0.015133701811787394,0.012430386003573095,0.01684906004444122,0.01813717264400553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
